question_id,variant,view,layer,winner,ratio_text,ratio_corr,ratio_mis,generated_token_text,generated_token_id,correct_letter
001057860,misleading_ungroundable,base,1,text,3.7655607880487505,1.261160202479849,0.37006074367911884,D,384,D
001057860,misleading_ungroundable,base,2,text,2.935491967871486,1.2786144578313252,0.7714859682872114,D,384,D
001057860,misleading_ungroundable,base,3,text,2.9495921828313008,1.5458612614067673,0.5080169133085682,D,384,D
001057860,misleading_ungroundable,base,4,text,3.0812381722578674,1.5636903499469776,1.0116642069788004,D,384,D
001057860,misleading_ungroundable,base,5,text,3.9189700328173314,1.3349798660460406,1.148875941357515,D,384,D
001057860,misleading_ungroundable,base,6,text,4.147690029507518,1.5276137029590047,0.6996317894793186,D,384,D
001057860,misleading_ungroundable,base,7,text,5.998431121400139,1.342340535411365,0.665482484553768,D,384,D
001057860,misleading_ungroundable,base,8,text,4.066187737577702,0.8838244716485493,0.4983539885155535,D,384,D
001057860,misleading_ungroundable,base,9,text,2.7370770060878997,1.3265833080601206,1.1122935987848046,D,384,D
001057860,misleading_ungroundable,base,10,text,3.449647517826713,1.0951003676874425,0.8825167345689692,D,384,D
001057860,misleading_ungroundable,base,11,text,7.140985557769627,0.7692143526333578,0.48405627924183814,D,384,D
001057860,misleading_ungroundable,base,12,text,1.340845466287476,1.0900507086494806,0.7117937930016328,D,384,D
001057860,misleading_ungroundable,base,13,corr,1.704590316172743,2.052527028964217,0.6524490943536432,D,384,D
001057860,misleading_ungroundable,base,14,text,5.81097507485533,1.2515265952694508,0.4027291885807282,D,384,D
001057860,misleading_ungroundable,base,15,text,1.4451855577330335,0.39780093997676075,0.8029685479690682,D,384,D
001057860,misleading_ungroundable,base,16,text,3.2531708667959016,0.6256438659651066,0.560302774941152,D,384,D
001057860,misleading_ungroundable,base,17,text,6.352433757578775,1.035290081678112,0.7678253997898233,D,384,D
001057860,misleading_ungroundable,base,18,text,10.142091481590896,0.6207607737106196,0.4930099874840714,D,384,D
001057860,misleading_ungroundable,base,19,text,5.394764681802287,2.3088216562100836,0.3954816249862502,D,384,D
001057860,misleading_ungroundable,base,20,text,12.234038411262242,0.6729258852358234,0.5342437531905924,D,384,D
001057860,misleading_ungroundable,base,21,text,5.837249015563273,1.0434331644714212,0.4944063763319934,D,384,D
001057860,misleading_ungroundable,base,22,text,14.769554542265872,0.5050859347597334,0.27461709912640303,D,384,D
001057860,misleading_ungroundable,base,23,text,9.592661131036353,0.4828856542227481,0.14978628828932286,D,384,D
001057860,misleading_ungroundable,base,24,text,15.720959321658778,1.3733056943158384,0.586621912689257,D,384,D
001057860,misleading_ungroundable,base,25,text,8.67925427673387,0.2648356958488043,0.3025012260163498,D,384,D
001057860,misleading_ungroundable,base,26,text,23.342713733152813,0.7022354584877677,0.4971962660943246,D,384,D
001057860,misleading_ungroundable,base,27,text,12.950370863818211,0.5264260496714458,0.5187882855220338,D,384,D
001057860,misleading_ungroundable,base,28,text,13.909758925692277,0.44622785526030356,0.2791248163326708,D,384,D
001057860,misleading_ungroundable,base,29,text,9.98874164985256,0.5526043159180796,0.4570149223412493,D,384,D
001057860,misleading_ungroundable,base,30,text,14.880273053587725,0.786946963945845,0.49004885893870326,D,384,D
001057860,misleading_ungroundable,base,31,text,17.064950388844196,0.7513006167873425,0.4057852882391392,D,384,D
00167842,misleading_ungroundable,base,1,corr,0.8684995971288395,1.3699298320965505,0.2031702741876561,B,365,C
00167842,misleading_ungroundable,base,2,corr,0.7154195446327835,1.0937972344729896,0.29295418984365706,B,365,C
00167842,misleading_ungroundable,base,3,corr,0.8785609651787427,1.12471701733069,0.20948605221190125,B,365,C
00167842,misleading_ungroundable,base,4,corr,0.4286372172852333,1.5275006707862764,0.24079969734332082,B,365,C
00167842,misleading_ungroundable,base,5,corr,0.53814555873099,1.3729732982518699,0.2366375786181116,B,365,C
00167842,misleading_ungroundable,base,6,corr,0.4609047024470815,1.1502167864481434,0.24634019250243333,B,365,C
00167842,misleading_ungroundable,base,7,corr,0.3678302831689284,0.8218302760061825,0.21084214194754722,B,365,C
00167842,misleading_ungroundable,base,8,corr,0.33661457078957946,0.6274571886106042,0.14279895743835558,B,365,C
00167842,misleading_ungroundable,base,9,corr,0.4993786281506603,1.2407892620578191,0.36627306337338555,B,365,C
00167842,misleading_ungroundable,base,10,corr,0.47397919347754985,1.2876612333080197,0.3003028713976961,B,365,C
00167842,misleading_ungroundable,base,11,corr,0.2661897543026702,1.0467069859815648,0.21998132819059815,B,365,C
00167842,misleading_ungroundable,base,12,corr,0.5293175952210337,0.8626279818629052,0.3813032427086282,B,365,C
00167842,misleading_ungroundable,base,13,corr,0.7120655039323738,1.0127868147322032,0.7507985588379353,B,365,C
00167842,misleading_ungroundable,base,14,corr,0.5363419841169754,1.21112312737701,0.26528946128279907,B,365,C
00167842,misleading_ungroundable,base,15,text,0.4930167149621318,0.339676864266087,0.3882767848456964,B,365,C
00167842,misleading_ungroundable,base,16,corr,0.6319482741267667,0.848251817337256,0.7328401758966326,B,365,C
00167842,misleading_ungroundable,base,17,corr,0.35804439103718844,0.679300279853389,0.309623855725895,B,365,C
00167842,misleading_ungroundable,base,18,corr,0.4181513077775546,0.5512307332243096,0.18053408293372586,B,365,C
00167842,misleading_ungroundable,base,19,corr,0.2675267308780422,0.9072645655864039,0.20964568446433124,B,365,C
00167842,misleading_ungroundable,base,20,corr,0.3297456930829982,0.6244388462086181,0.20937067196406606,B,365,C
00167842,misleading_ungroundable,base,21,corr,0.4096369226404428,0.5175053429269404,0.37140064100510534,B,365,C
00167842,misleading_ungroundable,base,22,corr,0.26025065818302956,0.5655160300786508,0.1676375984790895,B,365,C
00167842,misleading_ungroundable,base,23,text,0.41268444347788114,0.23591051884505312,0.30304858662865736,B,365,C
00167842,misleading_ungroundable,base,24,corr,0.33711774668969835,0.5160736946994454,0.08785014892865929,B,365,C
00167842,misleading_ungroundable,base,25,corr,0.3122953607794944,0.5249438202247191,0.09588014981273409,B,365,C
00167842,misleading_ungroundable,base,26,corr,0.3054124799957158,0.4247969967033354,0.2888619577582681,B,365,C
00167842,misleading_ungroundable,base,27,corr,0.22702391764042693,0.32886642275015115,0.19396046006489734,B,365,C
00167842,misleading_ungroundable,base,28,text,0.48299312045587245,0.3160097482495691,0.1039660324166798,B,365,C
00167842,misleading_ungroundable,base,29,corr,0.221171616274474,0.2934293886368732,0.08094964613188746,B,365,C
00167842,misleading_ungroundable,base,30,corr,0.32475843105340013,0.40109958897235254,0.1468641571929537,B,365,C
00167842,misleading_ungroundable,base,31,text,0.30643685865552267,0.19169671387588585,0.1717217634937074,B,365,C
00222333,misleading_ungroundable,base,1,corr,1.0884547746666644,1.1731472211104683,0.5236227938333542,A,330,C
00222333,misleading_ungroundable,base,2,text,0.8838642028902868,0.6273739396378671,0.538169186784811,A,330,C
00222333,misleading_ungroundable,base,3,text,0.8627308797289653,0.5118647819241351,0.4240372171207213,A,330,C
00222333,misleading_ungroundable,base,4,text,1.6113589763226444,0.7827918744258431,0.6332949320333375,A,330,C
00222333,misleading_ungroundable,base,5,text,1.8061166044298103,0.5169786334851201,0.7578389914473862,A,330,C
00222333,misleading_ungroundable,base,6,text,1.884534922699523,0.30055117526384734,0.452131807045404,A,330,C
00222333,misleading_ungroundable,base,7,text,2.8733417680291624,0.31660853368649133,0.6422061944227492,A,330,C
00222333,misleading_ungroundable,base,8,text,1.6485863307499684,0.3763154558133638,0.46831496103160264,A,330,C
00222333,misleading_ungroundable,base,9,text,1.697116588247023,0.47571826918137444,1.2758730509386906,A,330,C
00222333,misleading_ungroundable,base,10,text,1.8731287724102916,0.8910423242451864,0.4332353826155841,A,330,C
00222333,misleading_ungroundable,base,11,text,3.8950172455599392,0.3412735781395852,0.45412654545619807,A,330,C
00222333,misleading_ungroundable,base,12,text,2.0017812449396453,1.0904904085093914,0.7477173360302953,A,330,C
00222333,misleading_ungroundable,base,13,text,2.100697404650107,0.6596273966207813,1.2167769415877023,A,330,C
00222333,misleading_ungroundable,base,14,text,2.843373339978138,0.8697226594052048,0.36455698035109035,A,330,C
00222333,misleading_ungroundable,base,15,text,1.111107643536553,0.9937777363842859,0.2965304535985369,A,330,C
00222333,misleading_ungroundable,base,16,text,2.1502194006262902,0.23753454219614417,0.4179898938414081,A,330,C
00222333,misleading_ungroundable,base,17,text,2.2362883473631343,0.40433259821524203,0.31206483961089176,A,330,C
00222333,misleading_ungroundable,base,18,text,3.6368746488261405,0.5059552020576203,0.21867555343168338,A,330,C
00222333,misleading_ungroundable,base,19,text,3.9801163866470293,0.35920954278240413,0.16763111711038095,A,330,C
00222333,misleading_ungroundable,base,20,text,10.503817163481616,0.23198798641471877,0.24714205178489232,A,330,C
00222333,misleading_ungroundable,base,21,text,3.370444044390143,0.1120199926780256,0.38222578801868906,A,330,C
00222333,misleading_ungroundable,base,22,text,3.374432596675392,0.208152301688825,0.16794106158984745,A,330,C
00222333,misleading_ungroundable,base,23,text,1.6934518785997097,0.08706693463237583,0.17435153327999262,A,330,C
00222333,misleading_ungroundable,base,24,text,5.307896995716076,0.21773506969186002,0.1865868606403672,A,330,C
00222333,misleading_ungroundable,base,25,text,6.31252795889824,0.07024847367640254,0.12785221851803047,A,330,C
00222333,misleading_ungroundable,base,26,text,5.41287286171737,0.20166446877045235,0.18563049556026984,A,330,C
00222333,misleading_ungroundable,base,27,text,4.008298755186722,0.14700652045050386,0.3764078245406046,A,330,C
00222333,misleading_ungroundable,base,28,text,5.397963173567635,0.15040473656192474,0.1712420642210125,A,330,C
00222333,misleading_ungroundable,base,29,text,11.788774354638896,0.07061320656844186,0.12972655422414903,A,330,C
00222333,misleading_ungroundable,base,30,text,7.258624214296517,0.12451182079538917,0.216546805166815,A,330,C
00222333,misleading_ungroundable,base,31,text,10.182158863619527,0.1336987925031484,0.19547521459922956,A,330,C
00223673,misleading_ungroundable,base,1,text,1.1642046643001875,0.3803180126490017,0.2626769330639843,A,330,B
00223673,misleading_ungroundable,base,2,text,0.9065645696214569,0.32403849945309887,0.2771009924739381,A,330,B
00223673,misleading_ungroundable,base,3,text,0.9686523960299408,0.29018436211886334,0.36792946820838934,A,330,B
00223673,misleading_ungroundable,base,4,text,1.3318151577858444,0.46338950612542795,0.7976966149761213,A,330,B
00223673,misleading_ungroundable,base,5,text,1.3567252215933923,0.49013401018440134,0.7588312878364203,A,330,B
00223673,misleading_ungroundable,base,6,text,1.4375886396470527,0.4174026579317441,0.42027635837854893,A,330,B
00223673,misleading_ungroundable,base,7,text,1.6388906304854804,0.5694035169245429,0.47081625617381356,A,330,B
00223673,misleading_ungroundable,base,8,text,1.056929393901407,0.35277010332047126,0.5636514340102621,A,330,B
00223673,misleading_ungroundable,base,9,text,1.7008797148771044,0.54577092607811,0.828256610605974,A,330,B
00223673,misleading_ungroundable,base,10,text,2.0506256604473276,0.42759006519420034,0.6792871447742492,A,330,B
00223673,misleading_ungroundable,base,11,text,2.208723063483155,0.5158171176109392,0.6011560411101499,A,330,B
